schcode,Rid,id,female,ses,femses,math,ses_mean,pro4yrc,public
94,7,3303,1,-0.191,-0.191,50.23,0.453153846,1,1
94,8,3304,0,0.381,0,52.15,0.453153846,1,1
94,9,3305,1,0.358,0.358,66.95,0.453153846,1,1
94,10,3306,1,0.666,0.666,72.64,0.453153846,1,1
94,11,3307,1,0.758,0.758,61.645,0.453153846,1,1
94,12,3308,0,-0.244,0,61.645,0.453153846,1,1
94,13,3309,1,1.132,1.132,49.17,0.453153846,1,1
95,1,652,1,0.962,0.962,50.69,0.36095,1,1
95,2,653,0,0.077,0,62.28,0.36095,1,1
95,3,654,1,-0.044,-0.044,58.21,0.36095,1,1
95,4,655,1,0.028,0.028,65.9,0.36095,1,1
95,5,656,0,1.121,0,45.97,0.36095,1,1
95,6,657,0,-0.305,0,54.47,0.36095,1,1
95,7,658,1,0.78,0.78,69.39,0.36095,1,1
95,8,659,0,1.134,0,60.5886,0.36095,1,1
95,9,660,0,0.613,0,60.5886,0.36095,1,1
95,10,661,1,0.356,0.356,48.8,0.36095,1,1
95,11,662,1,0.165,0.165,58.74,0.36095,1,1
95,12,663,0,0.997,0,60.5886,0.36095,1,1
95,13,664,0,0.059,0,39.97,0.36095,1,1
95,14,665,1,0.289,0.289,55.44,0.36095,1,1
95,15,666,0,0.634,0,60.5886,0.36095,1,1
95,16,667,1,1.185,1.185,60.5886,0.36095,1,1
95,17,668,1,-0.7,-0.7,53.27,0.36095,1,1
95,18,669,1,-0.773,-0.773,52.85,0.36095,1,1
95,19,670,0,0.96,0,69.76,0.36095,1,1
95,20,671,0,-0.319,0,60.5886,0.36095,1,1
96,1,4176,1,0.279,0.279,62.2661,0.31575,1,1
96,2,4177,0,-0.019,0,62.2661,0.31575,1,1
96,3,4178,1,0.605,0.605,62.2661,0.31575,1,1
96,4,4179,1,0.443,0.443,53.42,0.31575,1,1
96,5,4180,0,-0.05,0,59.74,0.31575,1,1
96,6,4181,0,0.303,0,56.64,0.31575,1,1
96,7,4182,0,0.511,0,62.2661,0.31575,1,1
96,8,4183,0,0.585,0,62.2661,0.31575,1,1
96,9,4184,0,0.538,0,62.2661,0.31575,1,1
96,10,4185,0,0.385,0,62.2661,0.31575,1,1
96,11,4186,0,0.773,0,58.72,0.31575,1,1
96,12,4187,1,-0.564,-0.564,62.2661,0.31575,1,1
97,1,3618,0,0.745,0,60.41,0.93545,1,1
97,2,3619,1,0.799,0.799,61.8796,0.93545,1,1
97,3,3656,0,0.134,0,61.8889,0.93545,1,1
97,4,3657,1,0.732,0.732,61.8889,0.93545,1,1
97,5,3658,1,1.21,1.21,63.61,0.93545,1,1
97,6,3659,1,1.436,1.436,63.18,0.93545,1,1
97,7,3660,0,0.413,0,61.8889,0.93545,1,1
97,8,3661,0,0.477,0,51.49,0.93545,1,1
97,9,3662,1,1.403,1.403,47.06,0.93545,1,1
97,10,3663,1,1.099,1.099,67.66,0.93545,1,1
97,11,3664,1,0.478,0.478,61.8889,0.93545,1,1
97,12,3665,0,1.839,0,50.43,0.93545,1,1
97,13,3666,1,0.656,0.656,61.8889,0.93545,1,1
97,14,3667,1,1.207,1.207,61.8889,0.93545,1,1
97,15,3668,1,0.885,0.885,64.49,0.93545,1,1
97,16,3669,0,1.258,0,66.83,0.93545,1,1
97,17,3670,0,0.933,0,68.68,0.93545,1,1
97,18,3671,0,0.585,0,61.8889,0.93545,1,1
97,19,3672,0,1.608,0,70.81,0.93545,1,1
97,20,3673,0,0.812,0,72.25,0.93545,1,1
98,1,2042,0,-1.352,0,66.94,-0.179,1,1
98,2,2043,0,0.002,0,61.0753,-0.179,1,1
98,3,2044,0,-0.681,0,54.49,-0.179,1,1
98,4,2045,1,0.064,0.064,61.0753,-0.179,1,1
98,5,2046,0,-0.568,0,61.0753,-0.179,1,1
98,6,2047,0,0.875,0,61.0753,-0.179,1,1
98,7,2048,0,-0.254,0,61.0753,-0.179,1,1
98,8,2049,0,-1.3,0,61.0753,-0.179,1,1
98,9,2050,1,-0.589,-0.589,66.21,-0.179,1,1
98,10,2051,0,0.997,0,41.32,-0.179,1,1
98,11,2052,1,0.301,0.301,61.0753,-0.179,1,1
98,12,2053,0,-0.162,0,58.49,-0.179,1,1
98,13,2054,0,-0.651,0,56.88,-0.179,1,1
98,14,2055,1,0.812,0.812,46.14,-0.179,1,1
99,1,1218,1,-0.749,-0.749,58.24,-0.22225,1,1
99,2,1219,1,-0.752,-0.752,52.95,-0.22225,1,1
99,3,1220,1,0.019,0.019,52.37,-0.22225,1,1
99,4,1221,1,-0.042,-0.042,55.09,-0.22225,1,1
99,5,1222,1,0.622,0.622,57.71,-0.22225,1,1
99,6,1223,1,-0.179,-0.179,60.6011,-0.22225,1,1
99,7,1224,1,-0.87,-0.87,60.6011,-0.22225,1,1
99,8,1225,0,-0.037,0,60.6011,-0.22225,1,1
99,9,1226,0,1.132,0,48.33,-0.22225,1,1
99,10,1227,1,-0.296,-0.296,60.6011,-0.22225,1,1
99,11,1228,0,-0.683,0,60.6011,-0.22225,1,1
99,12,1229,0,-0.832,0,49.23,-0.22225,1,1
100,1,353,0,-0.172,0,60.5825,-0.265157895,0.421052632,1
100,2,688,0,0.087,0,73.3,-0.265157895,0.421052632,1
100,3,689,0,-0.618,0,60.589,-0.265157895,0.421052632,1
100,4,690,0,0.151,0,64.86,-0.265157895,0.421052632,1
100,5,691,1,-0.851,-0.851,54.24,-0.265157895,0.421052632,1
100,6,692,0,-0.203,0,44.05,-0.265157895,0.421052632,1
100,7,693,0,-1.749,0,60.589,-0.265157895,0.421052632,1
100,8,694,1,0.205,0.205,60.589,-0.265157895,0.421052632,1
100,9,695,0,0.085,0,52.7,-0.265157895,0.421052632,1
100,10,696,1,0.283,0.283,60.589,-0.265157895,0.421052632,1
100,11,697,0,-0.156,0,73.93,-0.265157895,0.421052632,1
100,12,698,0,-0.401,0,52.93,-0.265157895,0.421052632,1
100,13,699,0,-0.499,0,60.589,-0.265157895,0.421052632,1
100,14,700,0,-0.073,0,64.59,-0.265157895,0.421052632,1
100,15,701,0,-0.551,0,65.54,-0.265157895,0.421052632,1
100,16,702,1,-0.199,-0.199,45.96,-0.265157895,0.421052632,1
100,17,703,1,-0.958,-0.958,35.93,-0.265157895,0.421052632,1
100,18,704,1,1.035,1.035,60.589,-0.265157895,0.421052632,1
100,19,705,1,-0.454,-0.454,64.76,-0.265157895,0.421052632,1
101,1,2267,1,0.58,0.58,61.0827,-0.028842105,1,0
101,2,2660,0,1.06,0,61.0989,-0.028842105,1,0
101,3,2678,1,-0.217,-0.217,52.66,-0.028842105,1,0
101,4,2679,1,-0.573,-0.573,61.099,-0.028842105,1,0
101,5,2680,0,0.093,0,38.98,-0.028842105,1,0
101,6,2681,1,-0.382,-0.382,61.099,-0.028842105,1,0
101,7,2682,1,-0.08,-0.08,61.099,-0.028842105,1,0
101,8,2683,1,0.268,0.268,61.099,-0.028842105,1,0
101,9,2684,1,0.166,0.166,61.099,-0.028842105,1,0
101,10,2685,0,-0.593,0,54.27,-0.028842105,1,0
101,11,2686,1,-0.377,-0.377,39.66,-0.028842105,1,0
101,12,2687,0,-0.65,0,56.19,-0.028842105,1,0
101,13,2688,0,0.755,0,61.099,-0.028842105,1,0
101,14,2689,1,-0.646,-0.646,61.099,-0.028842105,1,0
101,15,2690,0,0.683,0,61.099,-0.028842105,1,0
101,16,2691,1,0.336,0.336,62.4,-0.028842105,1,0
101,17,2692,0,-0.307,0,69.83,-0.028842105,1,0
101,18,2693,0,0.688,0,61.099,-0.028842105,1,0
101,19,2694,1,-1.352,-1.352,43,-0.028842105,1,0
102,1,6290,1,1.112,1.112,49.93,-0.1275625,1,0
102,2,6291,1,1.112,1.112,62.5326,-0.1275625,1,0
102,3,6292,0,0.37,0,65.83,-0.1275625,1,0
102,4,6293,0,-1.609,0,45.22,-0.1275625,1,0
102,5,6294,0,-1.609,0,40.24,-0.1275625,1,0
102,6,6295,1,-0.084,-0.084,67.39,-0.1275625,1,0
102,7,6296,1,-0.321,-0.321,65.51,-0.1275625,1,0
102,8,6297,0,0.287,0,60.98,-0.1275625,1,0
102,9,6298,1,-0.191,-0.191,62.5326,-0.1275625,1,0
102,10,6299,1,0.002,0.002,39.66,-0.1275625,1,0
102,11,6300,1,0.627,0.627,62.5326,-0.1275625,1,0
102,12,6301,1,0.941,0.941,61.64,-0.1275625,1,0
102,13,6302,1,0.041,0.041,55.46,-0.1275625,1,0
102,14,6303,1,-0.571,-0.571,53.96,-0.1275625,1,0
102,15,6304,1,-1.043,-1.043,58.4,-0.1275625,1,0
102,16,6305,0,-1.105,0,68.17,-0.1275625,1,0
103,1,6081,0,0.434,0,76.21,0.704769231,1,0
103,2,6082,0,-0.341,0,73.76,0.704769231,1,0
103,3,6083,1,0.46,0.46,62.5167,0.704769231,1,0
103,4,6084,0,-0.037,0,70.07,0.704769231,1,0
103,5,6085,1,1.052,1.052,62.5167,0.704769231,1,0
103,6,6086,1,1.779,1.779,75.49,0.704769231,1,0
103,7,6087,0,1.059,0,61.37,0.704769231,1,0
103,8,6088,0,0.237,0,60.46,0.704769231,1,0
103,9,6089,0,1.059,0,69.19,0.704769231,1,0
103,10,6090,0,1.211,0,62.5167,0.704769231,1,0
103,11,6091,0,1.156,0,62.5167,0.704769231,1,0
103,12,6092,1,0.226,0.226,66.48,0.704769231,1,0
103,13,6093,0,0.867,0,77.87,0.704769231,1,0
104,1,4164,1,0.069,0.069,51.99,0.54225,0.083333333,0
104,2,4165,1,1.186,1.186,63.65,0.54225,0.083333333,0
104,3,4166,1,-0.577,-0.577,51.01,0.54225,0.083333333,0
104,4,4167,1,1.172,1.172,67.22,0.54225,0.083333333,0
104,5,4168,1,-0.116,-0.116,52.78,0.54225,0.083333333,0
104,6,4169,1,1.154,1.154,68.37,0.54225,0.083333333,0
104,7,4170,0,0.685,0,65.42,0.54225,0.083333333,0
104,8,4171,0,0.233,0,44.78,0.54225,0.083333333,0
104,9,4172,0,0.179,0,46.35,0.54225,0.083333333,0
104,10,4173,0,0.982,0,52.01,0.54225,0.083333333,0
104,11,4174,0,0.409,0,62.266,0.54225,0.083333333,0
104,12,4175,0,1.131,0,70.77,0.54225,0.083333333,0
105,1,744,1,0.758,0.758,60.5899,0.181375,1,0
105,2,745,0,0.558,0,60.5899,0.181375,1,0
105,3,746,0,-0.518,0,59.31,0.181375,1,0
105,4,747,0,0.585,0,60.5899,0.181375,1,0
105,5,748,0,-0.087,0,57.17,0.181375,1,0
105,6,749,1,0.62,0.62,70.77,0.181375,1,0
105,7,750,0,1.18,0,60.5899,0.181375,1,0
105,8,751,0,0.184,0,60.5899,0.181375,1,0
105,9,752,1,-0.377,-0.377,59.66,0.181375,1,0
105,10,753,1,-0.794,-0.794,45.39,0.181375,1,0
105,11,754,1,0.907,0.907,60.5899,0.181375,1,0
105,12,755,0,-0.718,0,47.85,0.181375,1,0
105,13,756,1,-0.448,-0.448,60.59,0.181375,1,0
105,14,757,0,0.207,0,66.21,0.181375,1,0
105,15,758,1,0.11,0.11,60.59,0.181375,1,0
105,16,759,0,0.735,0,60.59,0.181375,1,0
106,1,2656,1,0.171,0.171,55.91,-0.413428571,0.428571429,0
106,2,2657,0,-0.115,0,39.66,-0.413428571,0.428571429,0
106,3,2658,0,0.458,0,45.35,-0.413428571,0.428571429,0
106,4,2659,0,0.073,0,41.56,-0.413428571,0.428571429,0
106,5,2661,0,0.359,0,42.63,-0.413428571,0.428571429,0
106,6,2662,1,-1.582,-1.582,61.0989,-0.413428571,0.428571429,0
106,7,2663,1,-1.33,-1.33,52.86,-0.413428571,0.428571429,0
106,8,2664,1,-1.507,-1.507,42.56,-0.413428571,0.428571429,0
106,9,2665,1,-0.567,-0.567,49.46,-0.413428571,0.428571429,0
106,10,2666,0,-0.262,0,61.0989,-0.413428571,0.428571429,0
106,11,2667,0,-0.595,0,61.0989,-0.413428571,0.428571429,0
106,12,2668,1,0.165,0.165,61.0989,-0.413428571,0.428571429,0
106,13,2669,1,-1.159,-1.159,61.0989,-0.413428571,0.428571429,0
106,14,2670,1,0.109,0.109,61.0989,-0.413428571,0.428571429,0
106,15,2671,1,-0.171,-0.171,42.36,-0.413428571,0.428571429,0
106,16,2672,0,-1.029,0,46.06,-0.413428571,0.428571429,0
106,17,2673,0,-0.105,0,61.0989,-0.413428571,0.428571429,0
106,18,2674,1,-0.28,-0.28,50.71,-0.413428571,0.428571429,0
106,19,2675,0,-0.515,0,61.0989,-0.413428571,0.428571429,0
106,20,2676,1,0.093,0.093,49.79,-0.413428571,0.428571429,0
106,21,2677,0,-0.893,0,40.28,-0.413428571,0.428571429,0
107,1,5685,0,0.706,0,71.32,0.8638,1,0
107,2,5686,1,1.042,1.042,62.3874,0.8638,1,0
107,3,5687,0,0.336,0,62.3874,0.8638,1,0
107,4,5688,0,1.627,0,62.3874,0.8638,1,0
107,5,5689,1,0.8,0.8,73.75,0.8638,1,0
107,6,5690,1,1.779,1.779,75.3,0.8638,1,0
107,7,5691,0,1.229,0,67.09,0.8638,1,0
107,8,5692,1,1.705,1.705,62.3874,0.8638,1,0
107,9,5693,0,-0.794,0,62.3874,0.8638,1,0
107,10,5694,1,0.95,0.95,74.79,0.8638,1,0
107,11,5695,0,1.246,0,49.04,0.8638,1,0
107,12,5696,0,-0.377,0,62.3874,0.8638,1,0
107,13,5697,0,1.154,0,75.73,0.8638,1,0
107,14,5698,0,1.089,0,62.3874,0.8638,1,0
107,15,5699,0,0.465,0,60.24,0.8638,1,0
108,1,6043,1,1.255,1.255,62.5137,-0.010294118,1,1
108,2,6044,1,0.319,0.319,52.41,-0.010294118,1,1
108,3,6045,1,-0.162,-0.162,54.59,-0.010294118,1,1
108,4,6046,0,-0.623,0,62.5137,-0.010294118,1,1
108,5,6047,0,0.56,0,59.84,-0.010294118,1,1
108,6,6048,0,-1.48,0,62.5137,-0.010294118,1,1
108,7,6049,1,-0.174,-0.174,42.3,-0.010294118,1,1
108,8,6050,0,0.34,0,50.12,-0.010294118,1,1
108,9,6051,1,0.136,0.136,45.53,-0.010294118,1,1
108,10,6052,1,-0.105,-0.105,54.21,-0.010294118,1,1
108,11,6053,0,0.094,0,62.5137,-0.010294118,1,1
108,12,6054,0,-0.496,0,62.5137,-0.010294118,1,1
108,13,6055,0,0.232,0,73.92,-0.010294118,1,1
108,14,6056,1,-0.599,-0.599,62.5137,-0.010294118,1,1
108,15,6057,0,-0.297,0,62.5137,-0.010294118,1,1
108,16,6058,0,1.478,0,62.5137,-0.010294118,1,1
108,17,6059,0,-0.653,0,62.5137,-0.010294118,1,1
109,1,6836,0,1.509,0,55.99,1.011333333,1,1
109,2,6837,0,1.057,0,62.8892,1.011333333,1,1
109,3,6838,0,1.779,0,62.8892,1.011333333,1,1
109,4,6839,1,1.649,1.649,73.08,1.011333333,1,1
109,5,6840,0,1.202,0,62.8892,1.011333333,1,1
109,6,6841,0,0.658,0,62.8892,1.011333333,1,1
109,7,6842,1,0.909,0.909,62.8892,1.011333333,1,1
109,8,6843,0,0.591,0,67.6,1.011333333,1,1
109,9,6844,1,0.933,0.933,62.8892,1.011333333,1,1
109,10,6845,1,0.788,0.788,59.21,1.011333333,1,1
109,11,6846,1,0.423,0.423,62.8892,1.011333333,1,1
109,12,6847,0,1.306,0,62.8892,1.011333333,1,1
109,13,6848,1,1.089,1.089,58.34,1.011333333,1,1
109,14,6849,0,-0.157,0,73.75,1.011333333,1,1
109,15,6850,1,1.434,1.434,62.8892,1.011333333,1,1
110,1,1688,0,-0.449,0,61.0528,-0.555333333,0.333333333,1
110,2,1689,0,-1.332,0,61.0528,-0.555333333,0.333333333,1
110,3,1690,0,-0.575,0,60.9,-0.555333333,0.333333333,1
110,4,1691,0,0.414,0,51.28,-0.555333333,0.333333333,1
110,5,1692,0,-1.279,0,61.0528,-0.555333333,0.333333333,1
110,6,1693,1,0.984,0.984,61.0528,-0.555333333,0.333333333,1
110,7,1694,1,-0.825,-0.825,40.03,-0.555333333,0.333333333,1
110,8,1695,1,-1.741,-1.741,57.08,-0.555333333,0.333333333,1
110,9,1696,0,-0.278,0,61.0528,-0.555333333,0.333333333,1
110,10,1697,0,-0.536,0,45.41,-0.555333333,0.333333333,1
110,11,1698,0,-0.596,0,51.1,-0.555333333,0.333333333,1
110,12,1699,1,0.183,0.183,64.66,-0.555333333,0.333333333,1
110,13,1700,1,-1.217,-1.217,41.61,-0.555333333,0.333333333,1
110,14,1701,0,0.002,0,59.87,-0.555333333,0.333333333,1
110,15,1702,1,-1.085,-1.085,54.39,-0.555333333,0.333333333,1
111,1,5276,0,-1.463,0,53.19,-0.550647059,1,1
111,2,5277,1,0.076,0.076,62.3757,-0.550647059,1,1
111,3,5278,0,-0.356,0,58.41,-0.550647059,1,1
111,4,5279,1,-1.078,-1.078,65.24,-0.550647059,1,1
111,5,5280,0,-0.777,0,63.9,-0.550647059,1,1
111,6,5281,0,-0.526,0,62.3757,-0.550647059,1,1
111,7,5282,1,0.112,0.112,62.3757,-0.550647059,1,1
111,8,5283,1,0.245,0.245,68.55,-0.550647059,1,1
111,9,5284,1,-0.366,-0.366,35.72,-0.550647059,1,1
111,10,5285,1,-0.292,-0.292,72.69,-0.550647059,1,1
111,11,5286,0,-1.08,0,56.3,-0.550647059,1,1
111,12,5287,1,-0.967,-0.967,45.88,-0.550647059,1,1
111,13,5288,1,0.238,0.238,37.25,-0.550647059,1,1
111,14,5289,0,-1.797,0,48.24,-0.550647059,1,1
111,15,5290,0,-0.773,0,46.84,-0.550647059,1,1
111,16,5291,1,-0.532,-0.532,59.55,-0.550647059,1,1
111,17,5292,0,-0.025,0,52.68,-0.550647059,1,1
112,1,2085,0,0.96,0,46.01,0.195333333,1,1
112,2,2086,0,0.927,0,61.0765,0.195333333,1,1
112,3,2087,1,0.162,0.162,68.92,0.195333333,1,1
112,4,2088,0,-0.599,0,55.2,0.195333333,1,1
112,5,2089,0,0.269,0,55.3,0.195333333,1,1
112,6,2090,1,0.054,0.054,61.94,0.195333333,1,1
112,7,2091,1,-0.149,-0.149,61.0766,0.195333333,1,1
112,8,2092,0,0.917,0,53.06,0.195333333,1,1
112,9,2093,1,0.982,0.982,64.46,0.195333333,1,1
112,10,2094,0,-1.581,0,47.01,0.195333333,1,1
112,11,2479,1,0.661,0.661,53.61,0.195333333,1,1
112,12,2480,1,0.316,0.316,61.0915,0.195333333,1,1
112,13,2481,0,0.509,0,56.57,0.195333333,1,1
112,14,2482,0,0.683,0,61.0915,0.195333333,1,1
112,15,2483,0,0.553,0,61.0915,0.195333333,1,1
112,16,2484,0,-0.02,0,61.0915,0.195333333,1,1
112,17,2485,1,0.564,0.564,68.38,0.195333333,1,1
112,18,2586,1,-1.384,-1.384,61.0946,0.195333333,1,1
112,19,2587,1,0.382,0.382,58.88,0.195333333,1,1
112,20,2588,1,-0.405,-0.405,56.79,0.195333333,1,1
112,21,2589,1,0.301,0.301,73.51,0.195333333,1,1
113,1,2561,0,0.26,0,74.97,0.0224,1,1
113,2,2562,0,-0.119,0,61.0943,0.0224,1,1
113,3,2563,0,-0.943,0,53.34,0.0224,1,1
113,4,2564,1,0.982,0.982,61.0943,0.0224,1,1
113,5,2565,0,-0.678,0,61.0943,0.0224,1,1
113,6,2566,0,1.184,0,62.72,0.0224,1,1
113,7,2567,1,-0.882,-0.882,54.1,0.0224,1,1
113,8,2568,0,0.583,0,54.91,0.0224,1,1
113,9,2569,1,0.315,0.315,69.6,0.0224,1,1
113,10,2570,1,0.702,0.702,50.4,0.0224,1,1
113,11,2571,1,-0.317,-0.317,61.0943,0.0224,1,1
113,12,2572,0,-1.455,0,61.0943,0.0224,1,1
113,13,2573,0,-0.143,0,46.82,0.0224,1,1
113,14,2574,1,-0.542,-0.542,51.3,0.0224,1,1
113,15,2575,0,0.174,0,60.43,0.0224,1,1
113,16,2576,1,-0.554,-0.554,53.66,0.0224,1,1
113,17,2577,0,1.309,0,61.0943,0.0224,1,1
113,18,2578,1,0.509,0.509,61.0943,0.0224,1,1
113,19,2579,0,-0.404,0,54.67,0.0224,1,1
113,20,2580,1,-0.227,-0.227,61.0944,0.0224,1,1
113,21,2581,1,0.033,0.033,53.01,0.0224,1,1
113,22,2582,1,0.634,0.634,61.0944,0.0224,1,1
113,23,2583,1,0.226,0.226,61.0944,0.0224,1,1
113,24,2584,1,0.226,0.226,66.28,0.0224,1,1
113,25,2585,1,-0.313,-0.313,61.0944,0.0224,1,1
114,1,1942,0,-0.718,0,48.62,0.064357143,1,1
114,2,1943,0,0.36,0,50.92,0.064357143,1,1
114,3,1944,0,0.427,0,51.65,0.064357143,1,1
114,4,1945,0,-0.571,0,62.69,0.064357143,1,1
114,5,1946,0,-0.266,0,61.0721,0.064357143,1,1
114,6,1947,0,-0.668,0,61.0721,0.064357143,1,1
114,7,1948,1,0.772,0.772,46.17,0.064357143,1,1
114,8,1949,1,-0.591,-0.591,47.33,0.064357143,1,1
114,9,1950,0,-0.343,0,61.0721,0.064357143,1,1
114,10,1951,1,0.26,0.26,53.48,0.064357143,1,1
114,11,1952,0,0.032,0,55.54,0.064357143,1,1
114,12,1953,0,1.262,0,56.33,0.064357143,1,1
114,13,1954,0,0.362,0,61.0721,0.064357143,1,1
114,14,1955,0,0.583,0,61.0721,0.064357143,1,1
115,1,3691,1,1.123,1.123,61.8953,1.162833333,1,1
115,2,3692,1,1.705,1.705,61.8953,1.162833333,1,1
115,3,3693,1,1.608,1.608,59.78,1.162833333,1,1
115,4,3694,0,0.881,0,61.8953,1.162833333,1,1
115,5,3695,0,0.535,0,61.8953,1.162833333,1,1
115,6,3696,0,1.51,0,61.8953,1.162833333,1,1
115,7,3697,1,1.381,1.381,62.49,1.162833333,1,1
115,8,3698,0,1.057,0,71.16,1.162833333,1,1
115,9,3699,1,0.88,0.88,61.8953,1.162833333,1,1
115,10,3700,1,1.077,1.077,57.49,1.162833333,1,1
115,11,3701,1,1.085,1.085,61.8953,1.162833333,1,1
115,12,3702,0,1.112,0,64.04,1.162833333,1,1
116,1,3982,1,-0.901,-0.901,62.259,-0.857421053,0.368421053,0
116,2,3983,0,-2.039,0,41.64,-0.857421053,0.368421053,0
116,3,3984,1,-0.497,-0.497,35.88,-0.857421053,0.368421053,0
116,4,3985,1,-1.15,-1.15,35.05,-0.857421053,0.368421053,0
116,5,3986,0,-0.424,0,62.259,-0.857421053,0.368421053,0
116,6,3987,1,-1.546,-1.546,36.95,-0.857421053,0.368421053,0
116,7,3988,0,-0.425,0,40.91,-0.857421053,0.368421053,0
116,8,3989,1,0.549,0.549,53.59,-0.857421053,0.368421053,0
116,9,3990,1,-0.039,-0.039,62.259,-0.857421053,0.368421053,0
116,10,3991,0,-0.815,0,45.86,-0.857421053,0.368421053,0
116,11,3992,0,-1.53,0,34.54,-0.857421053,0.368421053,0
116,12,3993,0,-1.151,0,62.259,-0.857421053,0.368421053,0
116,13,3994,1,-0.298,-0.298,42.54,-0.857421053,0.368421053,0
116,14,3995,0,-0.841,0,40.2,-0.857421053,0.368421053,0
116,15,3996,1,-0.548,-0.548,62.259,-0.857421053,0.368421053,0
116,16,3997,1,-2.226,-2.226,40.08,-0.857421053,0.368421053,0
116,17,3998,1,-1.59,-1.59,37.44,-0.857421053,0.368421053,0
116,18,3999,1,-0.62,-0.62,39.52,-0.857421053,0.368421053,0
116,19,4000,0,-0.2,0,42.45,-0.857421053,0.368421053,0
117,1,3106,1,0.069,0.069,44.94,-0.3255,0.416666667,0
117,2,3107,0,-0.095,0,61.636,-0.3255,0.416666667,0
117,3,3108,0,-0.272,0,37.31,-0.3255,0.416666667,0
117,4,3109,1,-0.988,-0.988,61.636,-0.3255,0.416666667,0
117,5,3110,0,-0.601,0,48.13,-0.3255,0.416666667,0
117,6,3111,1,-0.964,-0.964,61.636,-0.3255,0.416666667,0
117,7,3112,0,-0.422,0,50.31,-0.3255,0.416666667,0
117,8,3113,1,0.325,0.325,61.636,-0.3255,0.416666667,0
117,9,3114,1,-0.227,-0.227,61.11,-0.3255,0.416666667,0
117,10,3115,0,0.378,0,53.17,-0.3255,0.416666667,0
117,11,3528,0,-1.053,0,61.8382,-0.3255,0.416666667,0
117,12,3529,1,-0.056,-0.056,46.12,-0.3255,0.416666667,0
118,1,115,0,-0.236,0,52.71,-0.153615385,1,1
118,2,775,0,0.658,0,60.5907,-0.153615385,1,1
118,3,776,0,0.035,0,60.5907,-0.153615385,1,1
118,4,777,1,0.636,0.636,63.85,-0.153615385,1,1
118,5,778,0,-0.358,0,60.5907,-0.153615385,1,1
118,6,779,1,0.71,0.71,60.5907,-0.153615385,1,1
118,7,780,1,-0.669,-0.669,53.55,-0.153615385,1,1
118,8,781,1,-0.171,-0.171,60.5907,-0.153615385,1,1
118,9,782,0,0.035,0,55.1,-0.153615385,1,1
118,10,783,1,0.282,0.282,60.5907,-0.153615385,1,1
118,11,784,0,-0.512,0,52.56,-0.153615385,1,1
118,12,785,1,-1.404,-1.404,60.5908,-0.153615385,1,1
118,13,786,0,-1.003,0,40.01,-0.153615385,1,1
119,1,973,0,-1.067,0,52.52,-0.224416667,1,1
119,2,974,1,-1.578,-1.578,60.5953,-0.224416667,1,1
119,3,975,0,0.303,0,52.36,-0.224416667,1,1
119,4,976,1,-0.162,-0.162,60.5953,-0.224416667,1,1
119,5,977,1,-1.33,-1.33,60.5953,-0.224416667,1,1
119,6,978,1,0.352,0.352,70.77,-0.224416667,1,1
119,7,979,0,0.279,0,60.5953,-0.224416667,1,1
119,8,980,1,0.143,0.143,55.88,-0.224416667,1,1
119,9,981,0,-0.319,0,70.85,-0.224416667,1,1
119,10,982,0,0.52,0,54.67,-0.224416667,1,1
119,11,983,0,0.284,0,69.97,-0.224416667,1,1
119,12,984,1,-0.118,-0.118,60.5953,-0.224416667,1,1
120,1,5293,1,0.399,0.399,62.3761,0.405411765,1,1
120,2,5294,1,0.154,0.154,62.3761,0.405411765,1,1
120,3,5295,0,0.561,0,62.3761,0.405411765,1,1
120,4,5296,0,0.301,0,62.3761,0.405411765,1,1
120,5,5297,0,1.224,0,60.26,0.405411765,1,1
120,6,5298,1,-0.338,-0.338,62.3761,0.405411765,1,1
120,7,5299,1,0.753,0.753,79.35,0.405411765,1,1
120,8,5300,1,0.191,0.191,62.3761,0.405411765,1,1
120,9,5301,1,0.888,0.888,62.3761,0.405411765,1,1
120,10,5302,0,0.337,0,71.39,0.405411765,1,1
120,11,5303,1,0.728,0.728,62.3761,0.405411765,1,1
120,12,5304,1,0.131,0.131,55.02,0.405411765,1,1
120,13,5305,0,0.854,0,62.3761,0.405411765,1,1
120,14,5306,0,0.207,0,62.3761,0.405411765,1,1
120,15,5307,0,-0.036,0,57.01,0.405411765,1,1
120,16,5308,0,0.054,0,60.97,0.405411765,1,1
120,17,5309,0,0.484,0,62.3761,0.405411765,1,1
121,1,1361,1,0.813,0.813,63.33,0.15175,1,1
121,2,6748,1,0.212,0.212,56.82,0.15175,1,1
121,3,6749,1,0.434,0.434,56.08,0.15175,1,1
121,4,6750,0,0.002,0,66,0.15175,1,1
121,5,6751,0,0.164,0,59.5,0.15175,1,1
121,6,6752,1,0.348,0.348,45.62,0.15175,1,1
121,7,6753,1,0.424,0.424,70.52,0.15175,1,1
121,8,6754,0,0.105,0,49.35,0.15175,1,1
121,9,6755,0,0.464,0,62.5657,0.15175,1,1
121,10,6756,0,0.223,0,70.26,0.15175,1,1
121,11,6757,1,-0.161,-0.161,54.53,0.15175,1,1
121,12,6758,0,0.456,0,55.67,0.15175,1,1
121,13,6759,1,-1.11,-1.11,54.59,0.15175,1,1
121,14,6760,0,0.158,0,62.5657,0.15175,1,1
121,15,6761,1,-0.181,-0.181,45.36,0.15175,1,1
121,16,6762,1,0.077,0.077,59.17,0.15175,1,1
